disease,symptoms,description,precaution_1,precaution_2,precaution_3,precaution_4,precautions,severity_score,risk_level
cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",23,high
cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",23,high
cervical spondylosis,"['weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",20,high
cervical spondylosis,"['back_pain', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",16,medium
cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",18,medium
cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",19,medium
cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",19,medium
cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",23,high
cervical spondylosis,"['weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",20,high
cervical spondylosis,"['back_pain', 'neck_pain', 'dizziness', 'loss_of_balance']","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"['use heating pad or cold pack', 'exercise', 'take otc pain reliver', 'consult doctor']",16,medium
paralysis (brain hemorrhage),"['vomiting', 'headache', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",14,medium
paralysis (brain hemorrhage),"['vomiting', 'headache', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",14,medium
paralysis (brain hemorrhage),"['headache', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",9,low
paralysis (brain hemorrhage),"['vomiting', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",11,medium
paralysis (brain hemorrhage),"['vomiting', 'headache', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",10,medium
paralysis (brain hemorrhage),"['vomiting', 'headache', 'weakness_of_one_body_side']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",12,medium
paralysis (brain hemorrhage),"['vomiting', 'headache', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",14,medium
paralysis (brain hemorrhage),"['headache', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",9,low
paralysis (brain hemorrhage),"['vomiting', 'weakness_of_one_body_side', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",11,medium
paralysis (brain hemorrhage),"['vomiting', 'headache', 'altered_sensorium']","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",massage,eat healthy,exercise,consult doctor,"['massage', 'eat healthy', 'exercise', 'consult doctor']",10,medium
